Prices,Area,toFace,type,certificate,width,length,floors,Latitude,Longitude,Street,Ward,District,District_Mapped,distance_to_beach,distance_to_center,distance_to_airport,Prices_normalized,prices_capped,log_prices,Area_capped,log_Area,floors_capped,width_capped,log_width,length_capped,log_length
5.0,57.0,Không,1,0,4.2,13.57,4,16.0117393,108.1982179, Nguyễn Nhàn,Hòa Thọ Đông,cẩm lệ,2,7.903302811120536,5.494613663834648,5.055019746732804,0.012738853503184714,5.0,1.6094379124341003,57.0,4.04305126783455,4,4.2,1.4350845252893227,13.57,2.6078614738467776
8.8,10.0,Không,1,0,4.92,21.7,3,16.0302192,108.2208389, Lê Nổ,Hòa Cường Nam,hải châu,4,4.7842640099527305,3.403922673322741,3.564807937978256,0.024840764331210193,8.8,2.174751721484161,10.0,2.302585092994046,3,4.92,1.5933085305042167,21.7,3.077312260546414
7.3,93.0,Không,1,0,7.8,12.0,4,16.0843185,108.2200094, Mai Lão Bạng,Thuận Phước,hải châu,4,3.647511546857605,2.8712146978225,3.526720668868393,0.020063694267515923,7.3,1.9878743481543455,93.0,4.532599493153256,4,7.8,2.0541237336955462,12.0,2.4849066497880004
7.2,126.0,Không,1,0,5.0,25.2,3,16.0943145,108.2295944, Hồ Sĩ Tân,Nại Hiên Đông,sơn trà,3,3.7804953192579465,4.288439754330349,5.015352797795058,0.019745222929936305,7.2,1.9740810260220096,126.0,4.836281906951478,3,5.0,1.6094379124341003,25.2,3.2268439945173775
12.0,16.0,Không,1,0,9.5,17.0,2,16.0578969,108.2434351, Nguyễn Văn Thoại,Phước Mỹ,sơn trà,3,0.8902881268147573,3.4076197650363413,4.363156585853074,0.03503184713375796,12.0,2.4849066497880004,16.0,2.772588722239781,2,9.5,2.2512917986064953,17.0,2.833213344056216
11.0,77.0,Không,1,0,7.09,10.7,3,16.0810631,108.217488, Lương Ngọc Quyến,Thanh Bình,hải châu,4,3.680746407541048,2.4490498089336112,3.078691608961818,0.03184713375796178,11.0,2.3978952727983707,77.0,4.343805421853684,3,7.09,1.958685340544036,10.7,2.3702437414678603
13.8,98.0,Không,1,0,5.1,17.0,3,16.077247,108.2196748, Lý Tự Trọng,Thạch Thang,hải châu,4,3.280930062097949,2.126937362188647,2.8679327567243256,0.04076433121019109,13.8,2.624668592163159,98.0,4.584967478670572,3,5.1,1.62924053973028,17.0,2.833213344056216
4.65,65.0,Không,1,0,4.0,16.5,1,16.0347762,108.217907, Lê Thị Hồng Gấm,Hòa Cường Nam,hải châu,4,4.600617116849255,2.8346870991995337,2.971038187331273,0.011624203821656052,4.65,1.536867219599265,65.0,4.174387269895637,1,4.0,1.3862943611198906,16.5,2.803360380906535
12.75,87.0,Không,1,0,6.1,15.5,3,16.0261339,108.211028, Trần Phước Thành,Khuê Trung,cẩm lệ,2,5.802269707202058,3.7111898837034913,3.554180078303775,0.037420382165605094,12.75,2.545531271604435,87.0,4.465908118654584,3,6.1,1.8082887711792655,15.5,2.740840023925201
4.8,85.0,Không,1,0,5.0,17.0,3,16.0425768,108.1893008, Đỗ Đức Dục,An Khê,thanh khê,7,6.70412587355635,3.048148211541623,2.161021009248588,0.012101910828025477,4.8,1.5686159179138452,85.0,4.442651256490317,3,5.0,1.6094379124341003,17.0,2.833213344056216
9.0,133.0,Không,1,0,5.0,26.7,2,16.0407105,108.2096132, Nguyễn Trác,Hòa Thuận Tây,hải châu,4,4.86184504202848,2.1087775117262573,1.972147681472781,0.025477707006369428,9.0,2.1972245773362196,133.0,4.890349128221754,2,5.0,1.6094379124341003,26.7,3.2846635654062037
8.0,100.0,Không,1,0,5.0,20.0,3,16.0413995,108.2089496, Ngô Thế Vinh,Hòa Thuận Tây,hải châu,4,4.880248040467038,2.0417564649543376,1.8751241066851647,0.022292993630573247,8.0,2.0794415416798357,100.0,4.605170185988092,3,5.0,1.6094379124341003,20.0,2.995732273553991
6.7,61.0,Không,1,0,4.5,13.5,4,16.0482538,108.2223433, Tống Phước Phổ,Hòa Cường Bắc,hải châu,4,3.265485097425974,1.7047286767759406,2.327590026306745,0.018152866242038216,6.7,1.9021075263969205,61.0,4.110873864173311,4,4.5,1.5040773967762742,13.5,2.6026896854443837
7.2,68.0,Không,1,0,4.5,15.2,4,16.0793949,108.214128, Lê Văn Long,Thanh Bình,hải châu,4,3.919585297999426,2.199361048320558,2.743553415424922,0.019745222929936305,7.2,1.9740810260220096,68.0,4.219507705176107,4,4.5,1.5040773967762742,15.2,2.7212954278522306
7.3,90.0,Không,1,0,4.5,20.0,3,16.0312252,108.216254, Hồ Nguyên Trừng,Hòa Cường Nam,hải châu,4,5.009252561322011,3.1856777128528413,3.2229556567970405,0.020063694267515923,7.3,1.9878743481543455,90.0,4.499809670330265,3,4.5,1.5040773967762742,20.0,2.995732273553991
16.0,86.0,Không,1,0,4.1,21.0,3,16.0641445,108.2166081, Triệu Nữ Vương,Hải Châu II,hải châu,4,3.311664632315792,0.7266584223102898,1.677305391765951,0.04777070063694268,16.0,2.772588722239781,86.0,4.454347296253507,3,4.1,1.410986973710262,21.0,3.044522437723423
18.2,100.0,Không,1,0,5.0,20.0,2,16.0648232,108.2299077, Trần Hưng Đạo,An Hải Tây,sơn trà,3,1.8875909861002107,2.0361076868847507,3.034051204227963,0.05477707006369426,18.2,2.9014215940827497,100.0,4.605170185988092,2,5.0,1.6094379124341003,20.0,2.995732273553991
11.0,88.0,Không,1,0,4.5,18.0,2,16.0729187,108.2370712, Đinh Thị Hòa,An Hải Bắc,sơn trà,3,1.4304153867510394,3.0910000442410706,4.0708314271192245,0.03184713375796178,11.0,2.3978952727983707,88.0,4.477336814478207,2,4.5,1.5040773967762742,18.0,2.8903717578961645
13.5,90.0,Không,1,0,4.6,16.0,2,16.052016,108.2141211, Trưng Nữ Vương,Hòa Thuận Đông,hải châu,4,3.8501300898541233,0.8871212284883858,1.3542273728919043,0.03980891719745223,13.5,2.6026896854443837,90.0,4.499809670330265,2,4.6,1.5260563034950492,16.0,2.772588722239781
6.0,5.0,Không,1,0,5.3,9.8,3,16.0641146,108.2325071, Nguyễn Bỉnh Khiêm,An Hải Tây,sơn trà,3,1.611730732050568,2.286262437953129,3.283072765258442,0.01592356687898089,6.0,1.791759469228055,5.0,1.6094379124341003,3,5.3,1.667706820558076,9.8,2.2823823856765264
25.0,84.0,Không,1,0,4.5,18.5,4,16.0691555,108.2173632, Ngô Gia Tự,Hải Châu I,hải châu,4,3.2641067131073083,1.2155483993537053,2.053901463667657,0.07643312101910828,25.0,3.2188758248682006,84.0,4.430816798843313,4,4.5,1.5040773967762742,18.5,2.917770732084279
4.2,86.0,Không,1,0,5.0,17.2,2,16.0101141,108.200651, Nguyễn Xuân Hữu,Hòa Thọ Đông,cẩm lệ,2,7.869497240595976,5.6080680411550805,5.216861864693777,0.010191082802547772,4.2,1.4350845252893227,86.0,4.454347296253507,2,5.0,1.6094379124341003,17.2,2.8449093838194073
9.0,100.0,Không,1,0,5.0,20.0,1,16.0589472,108.1853248, Hà Huy Tập,An Khê,thanh khê,7,6.690435611944938,2.817100568633591,1.865350542587688,0.025477707006369428,9.0,2.1972245773362196,100.0,4.605170185988092,1,5.0,1.6094379124341003,20.0,2.995732273553991
7.2,96.0,Không,1,0,4.0,13.0,3,16.0631819,108.1848702, Huỳnh Ngọc Huệ,An Khê,thanh khê,7,6.709270586723101,2.890895199502064,2.01527528262713,0.019745222929936305,7.2,1.9740810260220096,96.0,4.564348191467836,3,4.0,1.3862943611198906,13.0,2.5649493574615367
5.4,56.0,Không,1,0,4.0,14.0,2,16.0756001,108.241529, An Cư 1,Phước Mỹ,sơn trà,3,1.3488632814111037,3.651805609636921,4.629259334688505,0.014012738853503185,5.4,1.6863989535702288,56.0,4.02535169073515,2,4.0,1.3862943611198906,14.0,2.6390573296152584
7.6,100.0,Không,1,0,5.0,20.0,2,16.054104,108.1847591, Nguyễn Công Hãng,An Khê,thanh khê,7,6.823846102187464,2.941649454450862,1.9467863927631044,0.021019108280254776,7.6,2.028148247292285,100.0,4.605170185988092,2,5.0,1.6094379124341003,20.0,2.995732273553991
9.5,100.0,Không,1,0,5.0,20.0,3,16.0649797,108.198504, Bế Văn Đàn,Chính Gián,thanh khê,7,5.247773043648762,1.5237805374226177,0.9675237196321947,0.027070063694267517,9.5,2.2512917986064953,100.0,4.605170185988092,3,5.0,1.6094379124341003,20.0,2.995732273553991
5.0,84.0,Không,1,0,7.0,13.0,1,16.0635732,108.1924076, Mai Xuân Thưởng,Hòa Khê,thanh khê,7,5.901897279738961,2.1030065602422634,1.3036145815677465,0.012738853503184714,5.0,1.6094379124341003,84.0,4.430816798843313,1,7.0,1.9459101490553132,13.0,2.5649493574615367
34.0,41.0,Không,1,0,12.0,35.0,2,16.0427332,108.2428481, Bà Huyện Thanh Quan,Mỹ An,ngũ hành sơn,1,2.50293418993956,3.829086990259891,4.588877644417808,0.10509554140127389,34.0,3.5263605246161616,41.0,3.713572066704308,2,12.0,2.4849066497880004,35.0,3.5553480614894135
9.0,70.0,Không,1,0,5.0,15.0,3,16.0434474,108.2173735, Lê Thanh Nghị,Hòa Cường Bắc,hải châu,4,4.007019681962558,1.8966254679872492,2.19065966190869,0.025477707006369428,9.0,2.1972245773362196,70.0,4.248495242049359,3,5.0,1.6094379124341003,15.0,2.70805020110221
5.0,78.0,Không,1,0,5.0,15.6,1,16.0581073,108.2392177, Nguyễn Thiện Kế,An Hải Đông,sơn trà,3,1.1653404922831343,2.955752545307113,3.912468692739328,0.012738853503184714,5.0,1.6094379124341003,78.0,4.356708826689592,1,5.0,1.6094379124341003,15.6,2.747270914255491
6.2,60.0,Không,1,0,5.0,12.0,3,16.0834758,108.2142269, Thanh Thủy,Thanh Bình,hải châu,4,4.115937120556901,2.6492828482404294,3.158100301174514,0.016560509554140127,6.2,1.824549292051046,60.0,4.0943445622221,3,5.0,1.6094379124341003,12.0,2.4849066497880004
5.7,100.0,Không,1,0,4.5,22.0,2,16.0435195,108.2374131, An Dương Vương,Mỹ An,ngũ hành sơn,1,2.6016998195603445,3.285945807855332,4.015363875524866,0.014968152866242038,5.7,1.7404661748405046,100.0,4.605170185988092,2,4.5,1.5040773967762742,22.0,3.091042453358316
11.0,133.0,Không,1,0,7.5,16.0,3,16.0378685,108.2205462, Nam Sơn 1,Hòa Cường Bắc,hải châu,4,4.158148422703634,2.5934570368696592,2.871511995920969,0.03184713375796178,11.0,2.3978952727983707,133.0,4.890349128221754,3,7.5,2.0149030205422647,16.0,2.772588722239781
12.5,100.0,Không,1,0,5.0,20.0,3,16.0419706,108.2135436, Nguyễn Hữu Dật,Hòa Cường Bắc,hải châu,4,4.435431449662891,1.9686828834751715,2.049795588920144,0.03662420382165605,12.5,2.5257286443082556,100.0,4.605170185988092,3,5.0,1.6094379124341003,20.0,2.995732273553991
5.9,81.0,Không,1,0,4.5,18.0,3,16.0302822,108.2128971, Hóa Mỹ,Khuê Trung,cẩm lệ,2,5.330664885991734,3.2543363029306933,3.175366210109518,0.015605095541401276,5.9,1.7749523509116738,81.0,4.394449154672439,3,4.5,1.5040773967762742,18.0,2.8903717578961645
5.65,76.0,Không,1,0,4.0,19.0,3,16.0315643,108.2287936, Nguyễn Thành Ý,Hòa Cường Nam,hải châu,4,4.198550669705128,3.610948245659809,3.9844832750914367,0.014808917197452231,5.65,1.7316555451583497,76.0,4.330733340286331,3,4.0,1.3862943611198906,19.0,2.9444389791664403
5.7,56.0,Không,1,0,4.2,11.0,3,16.0771733,108.2087543, Bắc Đẩu,Thanh Bình,hải châu,4,4.367741146401884,1.9618495616706648,2.3024070562971284,0.014968152866242038,5.7,1.7404661748405046,56.0,4.02535169073515,3,4.2,1.4350845252893227,11.0,2.3978952727983707
8.5,35.0,Không,1,0,3.8,10.3,5,16.052016,108.2141211, Trưng Nữ Vương,Hòa Thuận Đông,hải châu,4,3.8501300898541233,0.8871212284883858,1.3542273728919043,0.02388535031847134,8.5,2.1400661634962708,35.0,3.5553480614894135,5,3.8,1.33500106673234,10.3,2.33214389523559
5.7,58.0,Không,1,0,4.0,14.5,2,16.0873004,108.2193575, Cao Xuân Dục,Thuận Phước,hải châu,4,3.904848825283487,3.1675069340093143,3.777799418912912,0.014968152866242038,5.7,1.7404661748405046,58.0,4.060443010546419,2,4.0,1.3862943611198906,14.5,2.6741486494265287
14.2,105.0,Không,1,0,5.0,20.5,2,16.0483631,108.2476662, Ngô Thì Sĩ,Mỹ An,ngũ hành sơn,1,1.8289173674794288,4.0526589639019885,4.914039350201195,0.04203821656050955,14.2,2.653241964607215,105.0,4.653960350157523,2,5.0,1.6094379124341003,20.5,3.0204248861443626
13.5,115.0,Không,1,0,5.0,22.9,3,16.0517207,108.2401221, Châu Thị Vĩnh Tế,Mỹ An,ngũ hành sơn,1,1.6599054092668464,3.171826157774691,4.053959031899559,0.03980891719745223,13.5,2.6026896854443837,115.0,4.74493212836325,3,5.0,1.6094379124341003,22.9,3.131136910560194
8.0,41.0,Không,1,0,5.12,8.3,3,16.0756155,108.2177987, Nguyễn Thị Minh Khai,Thạch Thang,hải châu,4,3.3972169537976726,1.8839272329724108,2.601334464287596,0.022292993630573247,8.0,2.0794415416798357,41.0,3.713572066704308,3,5.12,1.6331544390514163,8.3,2.1162555148025524
6.7,90.0,Không,1,0,5.0,18.0,3,16.0683184,108.1822557, Thanh Huy 3,Thanh Khê Đông,thanh khê,7,6.996561909637619,3.286861344194603,2.505646756308817,0.018152866242038216,6.7,1.9021075263969205,90.0,4.499809670330265,3,5.0,1.6094379124341003,18.0,2.8903717578961645
7.7,88.0,Không,1,0,5.0,17.5,3,16.0697911,108.2343071, Tạ Mỹ Duật,An Hải Bắc,sơn trà,3,1.5170746870558458,2.6715193445662595,3.660437697494273,0.021337579617834397,7.7,2.0412203288596382,88.0,4.477336814478207,3,5.0,1.6094379124341003,17.5,2.8622008809294686
4.8,8.0,Không,1,0,4.5,18.0,1,16.0401379,108.2097597, Trần Tấn Mới,Hòa Thuận Tây,hải châu,4,4.8840205421476055,2.1703034208488186,2.036767910269877,0.012101910828025477,4.8,1.5686159179138452,8.0,2.0794415416798357,1,4.5,1.5040773967762742,18.0,2.8903717578961645
16.0,93.0,Không,1,0,5.0,18.5,7,16.0836053,108.2453427, Hà Kỳ Ngộ,Mân Thái,sơn trà,3,2.084411395968519,4.474403008506021,5.420168447926233,0.04777070063694268,16.0,2.772588722239781,93.0,4.532599493153256,7,5.0,1.6094379124341003,18.5,2.917770732084279
6.8,5.0,Không,1,0,4.0,12.79,4,16.0567276,108.244559, Thạch Lam,Phước Mỹ,sơn trà,3,0.9582388152364848,3.53723882121221,4.48311080962013,0.018471337579617834,6.8,1.916922612182061,5.0,1.6094379124341003,4,4.0,1.3862943611198906,12.79,2.548663615590751
6.0,60.0,Không,1,0,4.0,15.0,3,16.0635334,108.1892879, Phạm Nhữ Tăng,Hòa Khê,thanh khê,7,6.235714336178697,2.429877017839835,1.5929413697899537,0.01592356687898089,6.0,1.791759469228055,60.0,4.0943445622221,3,4.0,1.3862943611198906,15.0,2.70805020110221
4.7,80.0,Không,1,0,5.0,16.0,2,16.0221996,108.2129834, Bình Hòa 14,Khuê Trung,cẩm lệ,2,5.999896146427057,4.148459751680958,4.0292800065276175,0.01178343949044586,4.7,1.547562508716013,80.0,4.382026634673881,2,5.0,1.6094379124341003,16.0,2.772588722239781
4.09,55.0,Không,1,0,5.0,11.0,2,16.0596195,108.2093288, Nguyễn Văn Linh,Thạc Gián,thanh khê,7,4.13094936696028,0.2475364908161718,0.7609430218852311,0.009840764331210191,4.09,1.4085449700547104,55.0,4.007333185232471,2,5.0,1.6094379124341003,11.0,2.3978952727983707
8.3,60.0,Không,1,0,6.0,10.0,2,16.0265835,108.2216438, Núi Thành,Hòa Cường Nam,hải châu,4,5.064918314100853,3.814118698517583,3.951732364242439,0.023248407643312104,8.3,2.1162555148025524,60.0,4.0943445622221,2,6.0,1.791759469228055,10.0,2.302585092994046
6.9,100.0,Không,1,0,5.0,20.0,3,16.0287431,108.2111915, Lê Ngân,Khuê Trung,cẩm lệ,2,5.580006296453971,3.422216506691317,3.2803794466187592,0.018789808917197455,6.9,1.9315214116032138,100.0,4.605170185988092,3,5.0,1.6094379124341003,20.0,2.995732273553991
5.0,66.0,Không,1,0,4.1,16.0,3,16.0658028,108.240877, Bùi Hữu Nghĩa,Phước Mỹ,sơn trà,3,0.7209700916994557,3.2010748402507283,4.197628543726057,0.012738853503184714,5.0,1.6094379124341003,66.0,4.189654742026425,3,4.1,1.410986973710262,16.0,2.772588722239781
9.2,64.0,Không,1,0,4.0,16.0,6,16.0658028,108.240877, Bùi Hữu Nghĩa,Phước Mỹ,sơn trà,3,0.7209700916994557,3.2010748402507283,4.197628543726057,0.02611464968152866,9.2,2.2192034840549946,64.0,4.1588830833596715,6,4.0,1.3862943611198906,16.0,2.772588722239781
4.5,5.0,Không,1,0,4.5,11.94,3,16.0409045,108.216236, Ỷ Lan Nguyên Phi,Hòa Cường Bắc,hải châu,4,4.274552178367,2.1335238989701337,2.316772417097155,0.011146496815286623,4.5,1.5040773967762742,5.0,1.6094379124341003,3,4.5,1.5040773967762742,11.94,2.479894107964456
7.5,100.0,Không,1,0,5.0,20.0,3,16.0426183,108.2416391, Nguyễn Bá Lân,Mỹ An,ngũ hành sơn,1,2.544419354685904,3.723229367974984,4.472460106206457,0.020700636942675158,7.5,2.0149030205422647,100.0,4.605170185988092,3,5.0,1.6094379124341003,20.0,2.995732273553991
6.0,7.0,Không,1,0,5.0,14.5,3,16.0342226,108.2172068, Hoàng Xuân Nhị,Hòa Cường Nam,hải châu,4,4.696667207691948,2.877812585867674,2.9826643240350688,0.01592356687898089,6.0,1.791759469228055,7.0,1.9459101490553132,3,5.0,1.6094379124341003,14.5,2.6741486494265287
6.5,67.0,Không,1,0,4.5,14.5,2,16.0477535,108.2417905, An Thượng 15,Mỹ An,ngũ hành sơn,1,1.99391830571425,3.4850204337288866,4.3156337003101415,0.01751592356687898,6.5,1.8718021769015913,67.0,4.204692619390966,2,4.5,1.5040773967762742,14.5,2.6741486494265287
5.55,138.0,Không,1,0,5.8,20.0,2,16.0137464,108.2044932, Bình Thái 1,Hòa Thọ Đông,cẩm lệ,2,7.297900694485221,5.138657187986884,4.814435111087388,0.014490445859872612,5.55,1.713797927758343,138.0,4.927253685157205,2,5.8,1.7578579175523736,20.0,2.995732273553991
5.5,81.0,Không,1,0,4.5,18.0,2,16.0617598,108.1870898, Trần Xuân Lê,Hòa Khê,thanh khê,7,6.478400144100649,2.6372994879727267,1.7407821355210669,0.014331210191082803,5.5,1.7047480922384253,81.0,4.394449154672439,2,4.5,1.5040773967762742,18.0,2.8903717578961645
6.0,120.0,Không,1,0,5.45,18.0,3,16.0557495,108.2097934, Lê Đình Lý,Vĩnh Trung,thanh khê,7,4.164597959463049,0.4763673161504429,0.7798318410034896,0.01592356687898089,6.0,1.791759469228055,120.0,4.787491742782046,3,5.45,1.6956156086751528,18.0,2.8903717578961645
4.8,65.0,Không,1,0,5.0,13.0,1,16.0478116,108.2417731, An Thượng 16,Mỹ An,ngũ hành sơn,1,1.9883825353150952,3.480868514606659,4.312270547042718,0.012101910828025477,4.8,1.5686159179138452,65.0,4.174387269895637,1,5.0,1.6094379124341003,13.0,2.5649493574615367
4.5,81.0,Không,1,0,3.5,23.0,1,16.0597301,108.2380867, Lê Hữu Trác,An Hải Đông,sơn trà,3,1.1623612636964813,2.8296940641110613,3.800378224485008,0.011146496815286623,4.5,1.5040773967762742,81.0,4.394449154672439,1,3.5,1.252762968495368,23.0,3.1354942159291497
18.9,103.0,Không,1,0,6.77,15.7,5,16.0531321,108.2414869, Phan Thúc Duyện,Mỹ An,ngũ hành sơn,1,1.453849529878987,3.2743888029593005,4.1786200339541,0.05700636942675159,18.9,2.9391619220655967,103.0,4.634728988229636,5,6.77,1.9125010869241836,15.7,2.7536607123542622
8.4,80.0,Không,1,0,5.0,16.0,3,16.0818895,108.2446732, Phước Trường 4,Phước Mỹ,sơn trà,3,1.9061283966413611,4.305692102463119,5.258945049290561,0.02356687898089172,8.4,2.128231705849268,80.0,4.382026634673881,3,5.0,1.6094379124341003,16.0,2.772588722239781
8.0,85.0,Không,1,0,5.0,17.0,3,16.070034,108.1881192, Kỳ Đồng,Xuân Hà,thanh khê,7,6.384280074128596,2.76607576088617,2.1057168217212467,0.022292993630573247,8.0,2.0794415416798357,85.0,4.442651256490317,3,5.0,1.6094379124341003,17.0,2.833213344056216
8.3,100.0,Không,1,0,5.0,20.0,4,16.025345,108.2121536, Bình Hòa 4,Khuê Trung,cẩm lệ,2,5.787561027724534,3.798302738258644,3.6702146649684217,0.023248407643312104,8.3,2.1162555148025524,100.0,4.605170185988092,4,5.0,1.6094379124341003,20.0,2.995732273553991
16.0,125.0,Không,1,0,5.0,25.0,3,16.0245072,108.2091787, Nguyễn Hữu Thọ,Khuê Trung,cẩm lệ,2,6.068675813813078,3.89953512871535,3.686178641284242,0.04777070063694268,16.0,2.772588722239781,125.0,4.8283137373023015,3,5.0,1.6094379124341003,25.0,3.2188758248682006
8.7,99.0,Không,1,0,4.5,22.0,2,16.0631819,108.1848702, Huỳnh Ngọc Huệ,An Khê,thanh khê,7,6.709270586723101,2.890895199502064,2.01527528262713,0.02452229299363057,8.7,2.163323025660538,99.0,4.59511985013459,2,4.5,1.5040773967762742,22.0,3.091042453358316
7.95,98.0,Không,1,0,5.0,19.5,4,16.0340279,108.2086379, Phạm Phú Tiết,Khuê Trung,cẩm lệ,2,5.3852071799055325,2.855217323985112,2.6445224011386603,0.02213375796178344,7.95,2.0731719286662407,98.0,4.584967478670572,4,5.0,1.6094379124341003,19.5,2.970414465569701
6.0,105.0,Không,1,0,5.5,19.0,3,16.0172054,108.2084021, Phan Văn Trị,Khuê Trung,cẩm lệ,2,6.737453259158979,4.711399097584559,4.470048515679327,0.01592356687898089,6.0,1.791759469228055,105.0,4.653960350157523,3,5.5,1.7047480922384253,19.0,2.9444389791664403
3.1,65.0,Không,1,0,6.5,10.0,1,16.0137464,108.2044932, Bình Thái 1,Hòa Thọ Đông,cẩm lệ,2,7.297900694485221,5.138657187986884,4.814435111087388,0.006687898089171975,3.1,1.1314021114911006,65.0,4.174387269895637,1,6.5,1.8718021769015913,10.0,2.302585092994046
6.1,34.0,Không,1,0,9.0,26.0,2,16.0137464,108.2044932, Bình Thái 1,Hòa Thọ Đông,cẩm lệ,2,7.297900694485221,5.138657187986884,4.814435111087388,0.01624203821656051,6.1,1.8082887711792655,34.0,3.5263605246161616,2,9.0,2.1972245773362196,26.0,3.258096538021482
6.5,60.0,Không,1,0,4.5,13.5,3,16.0367186,108.2233307, Lưu Quý Kỳ,Hòa Cường Nam,hải châu,4,4.053925212017148,2.8306707138796816,3.1679257350311785,0.01751592356687898,6.5,1.8718021769015913,60.0,4.0943445622221,3,4.5,1.5040773967762742,13.5,2.6026896854443837
4.2,74.0,Không,1,0,4.5,16.5,1,16.0336635,108.2122289, Phạm Thế Hiển,Khuê Trung,cẩm lệ,2,5.121056221735874,2.878076915740639,2.8001675411223625,0.010191082802547772,4.2,1.4350845252893227,74.0,4.30406509320417,1,4.5,1.5040773967762742,16.5,2.803360380906535
